ID_Link,Next_ID,Acum_L_m,L_m,Ah_km2,isHead,isOutlt,meanBWF_up_cms
63,2948,16023.9456,29.8704,0.00251783763529,0,0,0.000484334604543191
64,4725,11461.6992,114.6048,0.00862125930043,1,0,0.000143600333157274
65,7288,4204.716,22.86,0.00233023207352,1,0,0.000122029817755322
66,3586,4586.9352,44.8056,0.0019358385491,1,0,0.000122029817755322
67,4169,9264.0912,60.3504,0.00643473494596,0,0,0.000127444647926013
68,12824,13349.0208,4.572,0.0507330424506,0,0,0.000183503625209146
69,4179,1254.5568,51.2064,0.00238099768598,0,0,0.000253802070552146
71,8197,4312.92,60.3504,0.00374870199085,0,0,0.00166504261136302
72,4298,4362.2976,23.7744,0.00155033200731,0,0,0.000713589690584152
73,541,8428.3296,28.6512,0.00164929868434,0,0,0.0528811088425466
74,2048,3557.6256,184.0992,0.0304229321378,0,0,0.189576531485449
75,8080,10813.6944,53.34,0.00453688736426,0,0,0.00114880266525819
76,159,11933.5296,29.5656,0.00214519783878,0,0,0.0226344322604758
77,79,12551.0544,52.7304,0.00263899415778,0,0,0.00278564402075846
78,4822,12523.6224,81.9912,0.00378903852648,0,0,0.000377083613694833
79,336,12498.324,60.6552,0.00225326865094,0,0,0.00333034327389263
80,4865,4764.024,56.9976,0.00380977362257,0,0,0.00276216503264749
81,80,4859.1216,95.0976,0.00526123746715,0,0,0.00213440025250033
82,6185,12843.3576,73.7616,0.0218082908129,1,0,0.000171339782916469
83,6946,4584.8016,35.052,0.00281159156068,0,0,0.00276216503264749
84,5083,13141.7568,44.5008,0.00292960197601,0,0,0.000142133661133164
85,13197,7987.284,85.9536,0.00617496610497,0,0,0.0262765981375101
86,6786,4738.4208,34.1376,0.00465929529788,1,0,0.000237863230194717
87,8059,6074.0544,48.768,0.00137835513826,0,0,0.000251105912058863
88,11274,5764.6824,82.9056,0.00887679254567,0,0,0.000406671337776402
89,6624,4274.2104,118.2624,0.0128874972972,0,0,0.000251105912058863
90,5540,10362.2856,77.724,0.00382867204444,0,0,0.000419465057348624
91,8384,10590.276,89.6112,0.00963582969253,1,0,6.99108428914373e-05
92,2149,16365.9312,56.9976,0.0157338060035,1,0,0.000108939850626833
93,605,5554.3704,52.7304,0.00207130917664,0,0,0.000122340605469869
94,530,10294.0104,71.0184,0.00757786319,0,0,0.000143600333157274
95,10465,11225.4792,60.96,0.00580834749119,0,0,0.000143600333157274
96,4120,12989.052,27.432,0.00175744630723,0,0,0.00184773759473113
98,5968,11991.1368,84.7344,0.00652145460667,0,0,0.000929561963190179
99,13460,9780.7272,111.5568,0.0116222576195,0,0,0.000251720364140113
100,2455,4327.2456,39.624,0.0174976477695,1,0,0.000125552956029431
101,9203,5978.9568,91.44,0.00904102154513,0,0,0.000367021816409607
102,7182,16363.7976,42.0624,0.0314780315839,1,0,0.000173851087562743
103,9795,5450.4336,33.2232,0.0045878028374,0,0,0.000251105912058863
104,8426,12795.8088,17.6784,0.000167226140904,0,0,0.00276928067484661
105,12333,8461.8576,59.7408,0.00812982001069,0,0,0.00013991584947587
106,10537,13213.3848,16.1544,0.00145428806837,0,0,0.00290600762725915
107,12273,8423.4528,32.3088,0.00470054320275,1,0,9.70225904477949e-05
108,8706,8518.2456,28.6512,0.00582470878903,1,0,0.00013991584947587
110,11954,9072.6768,17.0688,0.000334452281808,0,0,0.000291067771343385
111,9902,13861.9992,33.528,0.00253661356617,0,0,0.00010647699386503
112,10630,9131.1984,34.7472,0.00863319241759,0,0,0.000259434268185801
113,5588,7938.516,19.2024,0.000348823278292,0,0,0.00038233394377804
114,6976,12432.792,8.8392,0.00796219548588,1,0,6.99108428914373e-05
115,3201,14709.648,79.5528,0.00480048184769,0,0,0.000435759402507333
116,7357,4513.1736,65.532,0.00297447986529,0,0,0.00166504261136302
117,1634,8604.504,57.6072,0.0063208419373,0,0,0.00041974754842761
118,7014,8312.2008,50.9016,0.0039805455609,1,0,0.00013991584947587
119,8864,7981.7976,34.4424,0.00901173242619,1,0,0.00013991584947587
120,14835,3813.9624,41.7576,0.00953101142032,1,0,0.000125552956029431
121,4908,14011.0464,53.6448,0.00452038265468,1,0,0.00010647699386503
122,9235,14903.5008,91.7448,0.0133525813134,0,0,0.000112557394252502
123,4316,7161.8856,81.0768,0.00491814693307,0,0,0.000135557112592134
124,4610,12415.1136,15.24,0.00635459335435,0,0,9.66356266432948e-05
125,9191,12575.4384,54.5592,0.0211452532249,0,0,9.66356266432948e-05
126,4872,12359.64,77.4192,0.031964445245,1,0,9.66356266432948e-05
127,1876,6857.3904,21.0312,0.00283166808773,1,0,0.000135557112592134
128,6975,6781.1904,32.6136,0.00238166605365,0,0,0.000118622095550939
129,10318,13813.536,7.62,0.00300214505419,1,0,0.000126408887415022
130,1244,7498.6896,31.0896,0.00150341240703,0,0,0.000419465057348624
131,345,4479.9504,27.432,0.00407606724726,0,0,0.00188329434044147
132,12221,4139.4888,33.528,0.00100335684542,0,0,0.0020088472964709
133,5473,5398.3128,77.724,0.0142178000968,0,0,0.0032051771182225
134,5904,9966.96,44.8056,0.0204915003457,1,0,0.000135557112592134
135,9239,10528.7064,121.6152,0.0104100773348,0,0,0.000143600333157274
136,9929,11013.0336,53.6448,0.00410818358809,0,0,0.00172320399788729
137,10997,9925.5072,64.9224,0.00652325863624,0,0,0.000254889295852027
138,2718,2442.0576,49.9872,0.00626709792041,0,0,0.1990473500416
139,4646,4550.3592,8.2296,0.0123033471701,0,0,0.000475726460389435
140,6976,12461.748,37.7952,0.000614033486131,0,0,0.000629197586022936
141,1787,4001.1096,14.3256,0.000604133012702,0,0,0.00112997660426488
142,11573,6088.38,63.0936,0.00274974796953,0,0,0.000145689869010114
143,7803,10121.4936,60.96,0.0126573246311,0,0,0.00037758054621017
144,5596,4174.236,55.4736,0.00158150111537,0,0,0.000244059635510645
145,1470,13677.2904,58.2168,0.00729760834522,0,0,0.000284267322266328
146,9474,4995.9768,39.624,0.00729819522895,1,0,0.000125552956029431
147,5916,5055.108,21.9456,0.00839836438291,1,0,0.000237863230194717
148,4227,12109.3992,105.7656,0.0172358304221,0,0,0.000560746051429314
149,2808,4372.9656,76.5048,0.00463302350496,0,0,0.000145689869010114
150,14486,17344.0344,11.8872,0.000167226140904,0,0,0.00466340403155125
152,5899,4414.4184,54.5592,0.00454897409921,0,0,0.000237863230194717
153,14163,17803.6728,9.4488,0.000250839211356,0,0,0.000582925503943906
154,153,17810.3784,6.7056,0.000828956688785,0,0,0.000582925503943906
155,9854,14082.6744,17.6784,0.0221157522953,1,0,7.13098159509199e-05
156,475,14041.8312,14.6304,0.00550304606664,1,0,7.13098159509199e-05
157,2987,10351.9224,20.7264,0.00501403863191,1,0,0.000257881821117209
158,11650,8118.0432,74.0664,0.00804217498052,1,0,9.70225904477949e-05
159,161,11903.964,73.4568,0.00981189962957,0,0,0.0226344322604758
160,12236,13849.1976,104.8512,0.0105408937191,0,0,0.000254889295852027
161,163,11830.5072,97.2312,0.00988555967226,0,0,0.0226344322604758
162,6298,11029.4928,17.3736,0.000459218660373,0,0,0.000125860182070057
163,10466,11733.276,93.8784,0.00698718721892,0,0,0.0230115158741706
164,163,11764.9752,31.6992,0.000821514747946,0,0,0.000377083613694833
165,77,12645.2376,94.1832,0.014281808018,0,0,0.00278564402075846
166,168,12043.2576,29.5656,0.00057092049668,0,0,0.000377083613694833
167,168,12024.36,10.668,8.36130704519e-05,0,0,0.0220688068399336
168,76,12013.692,80.1624,0.00638787506382,0,0,0.0224458904536284
169,7797,4164.1776,43.5864,0.000988985848939,0,0,0.000582759476040454
170,1259,13221.9192,10.668,0.00759565754712,1,0,0.000268144785276072
171,11773,6548.628,24.0792,0.00154317505586,0,0,0.000122340605469869
172,6543,6286.5,86.2584,0.0317255599716,0,0,0.000271114225184268
173,14088,17655.2352,38.7096,0.00457683959408,0,0,0.000582925503943906
174,1282,12782.3976,7.9248,8.36130704519e-05,0,0,0.000468607361963188
175,7932,14724.2784,122.5296,0.00686646696819,0,0,0.00651495765697005
176,12067,11995.404,60.96,0.0218087985353,1,0,0.000155919884518224
177,12067,12013.0824,78.6384,0.0225586931734,1,0,0.00020066134969325
178,14095,4518.66,17.3736,0.00289959808926,0,0,0.00203965816614159
179,1940,5450.1288,65.532,0.0045849194521,0,0,0.000125552956029431
180,2622,9094.6224,71.628,0.00755723550258,0,0,0.00075516109242034
181,1179,10179.1008,8.8392,0.000250839211356,0,0,6.99108428914373e-05
182,517,7288.3776,121.92,0.00844765933168,0,0,0.000135557112592134
183,7214,13351.1544,34.1376,0.00201690505448,0,0,0.00102379929886064
184,6746,13745.8704,58.8264,0.0103057498202,1,0,0.000121083651135798
185,9954,10669.2192,48.1584,0.00773259636237,1,0,0.000143600333157274
186,6173,11412.0168,61.8744,0.00341990420624,0,0,0.000143600333157274
187,3301,10220.5536,42.0624,0.00268581472143,0,0,0.000515763642234418
188,7982,9756.9528,152.4,0.0421614199309,0,0,0.0501946149950444
189,4522,11669.268,12.8016,8.36130704519e-05,0,0,0.000874236809815946
190,1177,8002.8288,28.3464,0.00073847325114,0,0,0.000485112952238974
191,10511,12341.6568,58.5216,0.00688177825448,0,0,0.000377083613694833
192,6842,12273.0768,56.9976,0.00573831950335,0,0,0.000565625420542249
193,14767,15026.9448,31.0896,0.0007237756411,0,0,0.000121083651135798
194,13455,5173.98,70.4088,0.00480232311006,0,0,0.00213440025250033
195,197,12664.1352,23.1648,0.00220116103035,0,0,0.00832420721070929
196,5973,4970.9832,36.576,0.00840275492991,0,0,0.00230241911527283
197,198,12640.9704,46.3296,0.004574039138,0,0,0.00832420721070929
198,199,12594.6408,70.7136,0.00477294169054,0,0,0.00907837443809896
199,9559,12523.9272,17.0688,0.000717105579926,0,0,0.00907837443809896
200,201,12501.372,56.6928,0.00445075783045,0,0,0.00907837443809896
201,202,12444.6792,88.392,0.00436217973158,0,0,0.00907837443809896
202,9125,12356.2872,121.3104,0.00664547878862,0,0,0.00926691624494637
203,7977,15565.5264,63.7032,0.00826812011487,0,0,0.00191236196319017
205,5824,12067.6416,4.8768,0,0,0,0.000143600333157274
206,5388,4611.624,21.336,0.00473818286346,1,0,0.000125552956029431
207,4313,2070.2016,34.1376,0.00597676935787,0,0,0.000126901035276073
208,1686,7078.6752,4.2672,0,0,0,0.000237244191101878
209,12029,11991.4416,62.7888,0.00294701370653,0,0,0.000218559202453986
210,12583,11878.3608,12.4968,0.00243657540616,1,0,0.000218559202453986
211,13823,13270.992,53.34,0.0020484691927,0,0,0.00010647699386503
212,6764,13030.2,43.8912,0.00467527913382,0,0,0.00203766954070634
213,5789,11945.4168,48.768,0.00206059982432,0,0,0.00207395987532158
214,2102,13193.8776,44.5008,0.0178060461224,1,0,0.000268144785276072
215,13211,16774.9728,99.06,0.00638259026014,0,0,7.9564893166913e-05
216,4558,10755.1728,89.6112,0.00797164176234,0,0,0.000139821685782875
217,2102,13165.836,16.4592,0.000604133012636,0,0,0.000536289570552144
218,9709,3625.2912,38.4048,0.00875187817034,1,0,0.000125552956029431
219,6336,4531.1568,54.864,0.00227380192664,0,0,0.000125552956029431
220,1191,15077.8464,30.48,0.0006832755601,0,0,0.00198723312883435
221,4034,7507.5288,121.92,0.0100913766432,0,0,9.70225904477949e-05
222,10979,15104.0592,58.8264,0.0106836468083,1,0,0.000121083651135798
223,6311,6036.564,70.7136,0.00450822778221,1,0,0.000145689869010114
224,2158,11961.5712,56.9976,0.00436087275904,0,0,0.000143600333157274
225,1952,5495.2392,7.62,0.000167226140904,0,0,0.118196068938252
226,10444,5048.0976,74.0664,0.00479017565898,1,0,0.000125552956029431
227,2012,4634.1792,57.6072,0.00286974663541,1,0,0.000125552956029431
228,12741,4949.3424,30.7848,0.00119899836574,0,0,0.000251105912058863
229,12008,16552.4688,40.8432,0.00183785448216,0,0,0.00258882006780754
230,8456,14413.992,75.8952,0.00877365201826,0,0,0.00101301654827252
231,2009,6399.276,42.672,0.00341309507909,0,0,0.00123014676974719
232,7186,11789.664,90.2208,0.00815280766776,1,0,0.000143600333157274
233,2449,6473.6472,48.768,0.00295934336828,0,0,0.118196068938252
234,4060,9769.4496,40.5384,0.00425583729647,0,0,0.000254889295852027
235,14539,12425.172,77.1144,0.0108049106909,0,0,0.00121688834355828
236,237,8094.5736,58.2168,0.0116977563844,1,0,0.00013991584947587
237,6805,8036.3568,93.2688,0.00836593577169,0,0,0.00013991584947587
238,3153,8598.7128,53.6448,0.0156125352232,1,0,0.00013991584947587
239,4089,15180.2592,91.1352,0.00759631201176,0,0,0.000121083651135798
240,5496,8765.7432,20.7264,0.00141913590279,1,0,0.00013991584947587
241,150,17385.792,41.7576,0.00162753193765,0,0,0.00174877651183172
242,252,4649.1144,86.868,0.00869602470052,1,0,0.000125552956029431
243,9236,6015.8376,40.8432,0.00372841239949,0,0,0.000145689869010114
244,14969,8220.1512,81.3816,0.00419731081398,0,0,0.097793131478101
245,3974,9385.0968,102.4128,0.0271195927195,0,0,0.093545523203038
246,249,4362.6024,64.6176,0.00572647822258,0,0,0.000376658868088294
247,251,4194.048,20.1168,0.000714834594992,0,0,0.000376658868088294
248,1259,13284.4032,73.152,0.0135585079656,1,0,0.000268144785276072
249,247,4297.9848,103.9368,0.00925933101866,0,0,0.000376658868088294
250,13310,4142.232,30.1752,0.00160814308524,0,0,0.000627764780147157
251,250,4173.9312,31.6992,0.00116066209955,0,0,0.000627764780147157
252,131,4562.2464,82.296,0.0076800611037,0,0,0.00188329434044147
253,5427,3493.6176,18.8976,0.000998702602244,0,0,0.000627764780147157
254,5799,13409.3712,120.7008,0.0264945746746,0,0,0.000601984049079751
255,3108,5834.7864,25.2984,0.00160219387034,0,0,0.000145689869010114
256,4560,12086.5392,32.6136,0.0256286742727,0,0,9.66356266432948e-05
257,9391,3609.4416,21.9456,0.000501678422712,0,0,0.000244059635510645
258,7449,10297.668,49.9872,0.00304957036325,0,0,0.000699108428914373
259,266,6045.4032,65.532,0.00262074717698,0,0,0.00116551895208091
260,5771,12509.6016,146.304,0.0100996120119,0,0,0.0384353114408087
261,4051,3267.7608,34.1376,0.00375257797517,0,0,0.00087887069220602
262,5944,10325.4048,14.3256,0.00707250914797,0,0,0.00184585582822085
263,4955,9657.588,44.196,0.00761423977485,0,0,0.000125860182070057
264,598,4091.3304,31.0896,0.00057092049668,0,0,0.00261649553214189
265,4742,13601.7,53.6448,0.0132283625764,0,0,0.00038233394377804
266,5523,5979.8712,32.3088,0.00131896760769,0,0,0.00145689869010114
267,962,11092.8912,32.3088,0.00207327140965,0,0,0.000125860182070057
268,2188,9989.82,34.7472,0.00388626753816,0,0,0.000125860182070057
269,7558,12868.0464,34.7472,0.00227940539046,0,0,0.000171339782916469
270,6967,12616.2816,38.4048,0.00423217399236,0,0,0.000195106450008289
271,815,3568.9032,37.7952,0.000793344328624,0,0,0.000237863230194717
272,10614,5419.9536,46.3296,0.0030414262002,0,0,0.000125552956029431
273,11900,6533.388,51.5112,0.00259496767103,0,0,0.000257586930347456
274,3836,2280.8184,27.1272,0.00338076671617,0,0,0.000627764780147157
275,11924,8284.7688,93.5736,0.00932099463745,1,0,0.00013991584947587
276,586,6841.236,74.676,0.00717558979465,0,0,0.000135557112592134
277,12046,6264.8592,65.8368,0.00914917549341,1,0,0.000145689869010114
278,279,10365.0288,23.4696,0.000783137655099,0,0,0.00065567760736196
279,9165,10341.5592,13.1064,0.000167226140904,0,0,0.000874236809815946
280,407,6485.5344,18.8976,0.00379761433452,1,0,0.000145689869010114
281,5821,17447.6664,28.0416,0.00419715898971,0,0,0.000568534644532657
282,3569,4550.9688,33.8328,0.000834171023181,0,0,0.00487272591889952
283,14165,17835.9816,8.5344,0.0796886315725,1,0,0.000582925503943906
284,3909,2650.8456,90.5256,0.00339323289219,0,0,0.000580814723926377
285,14086,17771.9736,61.8744,0.0119317690682,0,0,0.000582925503943906
286,3153,8610.2952,65.2272,0.00780859525429,1,0,0.00013991584947587
287,273,6640.6776,107.2896,0.01167379036,0,0,0.000135557112592134
288,290,4935.0168,43.5864,0.00288831866488,0,0,0.000366089453265967
289,2376,17249.8512,32.6136,0.00230818961542,0,0,0.000710668305665821
290,11521,4891.4304,76.8096,0.00582984431077,0,0,0.000366089453265967
291,85,8104.9368,117.6528,0.0102163189457,0,0,0.0262765981375101
292,395,6426.0984,34.1376,0.00256800835649,0,0,0.000437069607030341
293,12158,6427.6224,89.3064,0.012504257347,1,0,0.000145689869010114
294,11909,6179.5152,62.7888,0.00166873755497,0,0,0.00113172614440814
295,376,6037.1736,84.1248,0.00535858531394,0,0,0.000437069607030341
296,1365,6475.7808,70.4088,0.0037549739918,1,0,0.000145689869010114
297,8423,8887.0536,46.3296,0.00423892087073,0,0,0.000127444647926013
298,2781,4521.4032,26.2128,0.00242477904311,0,0,0.000502211824117725
299,1749,5327.904,74.676,0.0113710713813,1,0,0.000125552956029431
300,6134,5928.9696,20.4216,0.000320081285324,0,0,0.000118622095550939
301,307,11884.152,88.392,0.0104071065548,1,0,0.000103284662576687
302,4472,9592.6656,39.9288,0.00956812041655,0,0,0.00272009263803679
303,10199,4416.2472,13.716,0.00053042041568,0,0,0.0072513582208467
304,11031,8689.2384,96.9264,0.0127409016892,0,0,0.000778302804557402
305,324,8733.4344,11.8872,0.000919743774971,1,0,0.00013991584947587
306,9693,3289.4016,37.7952,0.00210241146289,0,0,0.0175416066354536
307,10581,11795.76,41.7576,0.00363100883712,0,0,0.000103284662576687
308,8883,12650.1144,89.0016,0.00962335096312,0,0,0.000103284662576687
309,11344,3621.024,29.5656,0.00240463106934,1,0,0.000237863230194717
311,4281,3583.8384,102.7176,0.00502141909294,0,0,0.000244059635510645
312,7217,2329.5864,20.7264,0.00129616589881,0,0,0.000253802070552146
313,1671,1794.9672,55.1688,0.00383215685786,0,0,0.000253802070552146
314,4775,5227.32,42.672,0.00594477499439,1,0,0.000125552956029431
315,13385,10518.3432,64.9224,0.00549686022507,0,0,0.000209732528674312
316,4800,11749.4304,30.7848,0.00128035576132,0,0,0.000218559202453986
317,315,10568.94,50.5968,0.00380332300483,0,0,0.000139821685782875
318,8201,10805.4648,68.8848,0.0053882816309,0,0,6.99108428914373e-05
319,1600,11194.6944,52.7304,0.00715659294222,0,0,6.99108428914373e-05
320,2870,4152.9,57.6072,0.00283490360327,0,0,0.000366089453265967
321,5196,2521.0008,60.96,0.00827602263193,1,0,0.000193604907975459
322,8510,5337.048,41.148,0.00199586187245,0,0,0.000251105912058863
323,311,3675.2784,91.44,0.0055257910415,0,0,0.000122029817755322
324,9048,8721.5472,70.104,0.00356694665002,0,0,0.00041974754842761
325,7228,12963.144,18.288,0.00136978408407,0,0,0.000390212900016579
326,324,8730.6912,9.144,0.000167226140904,0,0,0.00027983169895174
327,5585,12369.0888,62.484,0.0114597903402,1,0,0.000186915350476438
328,7736,11473.8912,46.9392,0.00302313507853,0,0,0.00201040466420183
329,12082,13037.5152,57.912,0.00604866769716,0,0,0.000195106450008289
330,10711,14794.0776,21.6408,0.00131004697493,0,0,0.000363250953407393
331,7229,12753.7464,48.1584,0.00263016853106,0,0,0.000975532250041447
332,8571,17127.6264,37.7952,0.00228880573689,0,0,0.000337672182757505
333,10038,12669.3168,13.4112,0.000222097218388,0,0,0.00136574515005803
334,10788,5447.9952,55.1688,0.00784578135594,1,0,0.000122340605469869
335,14806,9143.6952,62.484,0.00479119887801,0,0,0.000127444647926013
336,1693,12437.6688,68.2752,0.00956999664755,0,0,0.00333034327389263
337,338,11913.108,88.0872,0.012010363833,0,0,0.00333034327389263
338,339,11825.0208,120.0912,0.010690551623,0,0,0.00333034327389263
339,4492,11704.9296,14.6304,0.00111758993679,0,0,0.00578138676290904
340,12039,2958.084,34.1376,0.00125419605678,0,0,0.000376658868088294
341,8329,9364.0656,47.5488,0.00303945817236,0,0,0.00214026391977323
342,7456,10133.9904,41.4528,0.00221763204993,0,0,0.000769019271805811
343,11402,10700.6136,44.8056,0.00942185769031,0,0,0.000279643371565749
344,12748,4689.0432,55.7784,0.00506576605391,1,0,0.000125552956029431
345,7176,4452.5184,82.9056,0.00743972692866,0,0,0.00188329434044147
346,10735,11688.4704,46.3296,0.00285559336801,0,0,0.000913823818116199
348,793,5491.8864,50.292,0.00243587369735,0,0,0.000627764780147157
349,7710,14288.1096,70.104,0.00153345064755,0,0,0.000342697085889569
350,4012,9648.444,39.0144,0.00142954798573,0,0,0.00216891380147415
351,5583,13674.5472,13.4112,0.00320399733541,1,0,0.000127444647926013
352,7112,5026.4568,64.9224,0.00462199607434,0,0,0.000651894377083229
353,4619,5263.5912,50.9016,0.00253657491643,0,0,0.00779973992961486
354,353,5338.2672,74.676,0.00413950021448,0,0,0.00492508619447836
355,353,5293.7664,30.1752,0.000999845749691,0,0,0.0028746537351365
356,9419,12557.1504,13.4112,0.00130874052071,1,0,9.87524857203295e-06
357,1884,13936.98,2.1336,0,1,0,0.000126408887415022
358,8165,8708.7456,46.0248,0.00312321601355,1,0,9.70225904477949e-05
359,6345,8082.0768,25.6032,0.00106561755462,0,0,0.000127444647926013
360,12742,12832.08,37.7952,0.000752517634068,0,0,0.000373830700952876
361,12076,16389.7056,29.2608,0.00207976361161,0,0,0.000173851087562743
362,11535,16001.0856,115.2144,0.0131724647302,0,0,0.000173851087562743
363,4881,6328.5624,49.6824,0.00329475762908,0,0,0.000118622095550939
364,1392,8380.7808,20.1168,0.000501535529281,0,0,9.70225904477949e-05
365,4170,9688.068,37.7952,0.00184199839166,0,0,0.000406671337776402
366,6029,7481.316,163.9824,0.072415271344,0,0,0.0927333433316891
367,243,6056.6808,40.8432,0.00712691576278,1,0,0.000145689869010114
368,760,11344.9608,44.8056,0.00274173198296,0,0,0.00315920732946002
369,938,13942.7712,22.2504,0.0253325591828,1,0,0.000126408887415022
370,7554,5230.368,57.912,0.00615814167931,1,0,0.000122340605469869
371,6093,7676.388,25.6032,0.000780933013479,0,0,0.000118622095550939
372,12051,2242.1088,53.0352,0.00912670610411,0,0,0.000125552956029431
373,4695,10756.6968,44.5008,0.0124473171403,0,0,0.00147106640202092
374,9414,10258.9584,88.0872,0.0110756842974,0,0,0.00184585582822085
375,6685,6325.5144,28.0416,0.00684399974189,0,0,0.000122340605469869
376,574,5953.0488,42.3672,0.00385573427397,0,0,0.000437069607030341
377,2888,11983.5168,31.3944,0.0111664309105,1,0,0.000143600333157274
378,4130,12717.4752,10.668,0.000597702808309,0,0,0.000804434355828217
379,12007,5544.9216,39.9288,0.00246752969564,0,0,0.000437069607030341
380,569,14900.4528,68.58,0.00956134252304,1,0,0.000121083651135798
381,4494,14553.2856,46.0248,0.00384991347228,0,0,0.000847585557950584
382,12007,5547.9696,42.9768,0.00278356347482,0,0,0.000145689869010114
383,12031,5065.776,33.528,0.00395524679028,0,0,0.000122029817755322
384,890,10239.1464,46.6344,0.00430335310675,0,0,6.99108428914373e-05
385,5757,16605.8088,11.5824,0.00339998333096,0,0,0.000108939850626833
386,12015,6397.4472,72.2376,0.00578313955897,1,0,0.000145689869010114
387,12159,6199.3272,17.6784,0.00338172045472,1,0,0.000145689869010114
388,9441,12177.6744,20.7264,0.00041806535226,0,0,0.000565625420542249
389,12013,5107.2288,28.3464,0.00190774978324,0,0,0.000122029817755322
